pcode,county,year_month,rfq_mean,rfq_min,price_beans,price_maize,conflict_events,conflict_fatalities,mpi,vulnerability_tier,total_population
KE030,Baringo,2019-06,166.791714,80.20619,121.0,51.0,0,0,0.2159,Medium,666750
KE030,Baringo,2019-07,117.21352566666667,66.54163,139.2,55.7,0,0,0.2159,Medium,666750
KE030,Baringo,2019-08,120.65590000000002,77.88826,126.3,54.6,0,0,0.2159,Medium,666750
KE030,Baringo,2019-09,125.9896025,75.11827,113.0,46.5,0,0,0.2159,Medium,666750
KE030,Baringo,2019-10,180.49038,141.71205,109.0,44.0,2,3,0.2159,Medium,666750
KE030,Baringo,2019-11,145.34315,59.944355,108.0,44.0,2,4,0.2159,Medium,666750
KE030,Baringo,2019-12,227.5072591666667,77.52823,115.0,46.0,1,1,0.2159,Medium,666750
KE030,Baringo,2020-01,142.30940633333333,61.790108,124.0,46.0,1,1,0.2159,Medium,666750
KE030,Baringo,2020-02,105.05963366666667,56.475216,111.0,47.3,2,3,0.2159,Medium,666750
KE030,Baringo,2020-03,193.82829566666666,75.070114,114.2,48.5,1,0,0.2159,Medium,666750
KE030,Baringo,2020-04,173.68947266666666,27.030615,121.51,51.7,3,1,0.2159,Medium,666750
KE030,Baringo,2020-05,104.423785,76.25155,125.2,52.0,0,0,0.2159,Medium,666750
KE030,Baringo,2020-06,175.40119166666668,139.88501,131.9,51.0,0,0,0.2159,Medium,666750
KE030,Baringo,2020-07,173.42142333333334,139.61327,126.0,47.0,0,0,0.2159,Medium,666750
KE030,Baringo,2020-08,162.413674,114.919044,120.0,41.0,0,0,0.2159,Medium,666750
KE030,Baringo,2020-09,154.89017833333332,115.98945,107.0,39.0,1,0,0.2159,Medium,666750
KE030,Baringo,2020-10,142.01844833333334,70.97093,114.0,39.0,0,0,0.2159,Medium,666750
KE030,Baringo,2020-11,132.472833,78.445274,117.0,39.0,0,0,0.2159,Medium,666750
KE030,Baringo,2020-12,58.7083815,46.402664,114.0,40.0,1,1,0.2159,Medium,666750
KE030,Baringo,2021-01,98.31013333333334,66.93446,,,6,16,0.2159,Medium,666750
KE030,Baringo,2021-02,96.96545533333334,51.317726,,,0,0,0.2159,Medium,666750
KE030,Baringo,2021-03,51.03861833333334,44.892384,,,2,1,0.2159,Medium,666750
KE030,Baringo,2021-04,70.26115583333333,30.69812,,,0,0,0.2159,Medium,666750
KE030,Baringo,2021-05,152.304307,58.771587,,,0,0,0.2159,Medium,666750
KE030,Baringo,2021-06,77.138229,52.244057,,,0,0,0.2159,Medium,666750
KE030,Baringo,2021-07,90.35552733333333,37.488194,,,3,2,0.2159,Medium,666750
KE030,Baringo,2021-08,84.29241183333333,73.93912,,,0,0,0.2159,Medium,666750
KE030,Baringo,2021-09,169.13246999999998,119.47324,,,0,0,0.2159,Medium,666750
KE030,Baringo,2021-10,107.84697233333334,58.42729,,,1,1,0.2159,Medium,666750
KE030,Baringo,2021-11,54.31207366666666,38.244118,,,1,1,0.2159,Medium,666750
KE030,Baringo,2021-12,70.86532383333333,60.064636,,,0,0,0.2159,Medium,666750
KE030,Baringo,2022-01,112.17785450000001,60.944187,,,7,5,0.2159,Medium,666750
KE030,Baringo,2022-02,115.5275625,55.717995,,,4,13,0.2159,Medium,666750
KE030,Baringo,2022-03,57.81708116666667,38.22832,,,2,3,0.2159,Medium,666750
KE030,Baringo,2022-04,81.69282433333333,26.188469,,,7,5,0.2159,Medium,666750
KE030,Baringo,2022-05,85.81883916666668,50.257637,,,11,14,0.2159,Medium,666750
KE030,Baringo,2022-06,72.36845133333334,55.084167,,,2,0,0.2159,Medium,666750
KE030,Baringo,2022-07,65.06610083333334,49.402245,,,1,2,0.2159,Medium,666750
KE030,Baringo,2022-08,131.97843,70.3542,,,2,1,0.2159,Medium,666750
KE030,Baringo,2022-09,151.01192833333334,107.64563,,,0,0,0.2159,Medium,666750
